"player","timePeriod","team","dbin","dbout"
"http://dbpedia.org/resource/Tyler_Zeller","http://dbpedia.org/resource/Tyler_Zeller__1","http://dbpedia.org/resource/Cleveland_Cavaliers","60","120"
"http://dbpedia.org/resource/LeBron_James","http://dbpedia.org/resource/LeBron_James__1","http://dbpedia.org/resource/Cleveland_Cavaliers","666","342"
"http://dbpedia.org/resource/Steve_Kerr","http://dbpedia.org/resource/Steve_Kerr__2","http://dbpedia.org/resource/Cleveland_Cavaliers","154","181"
"http://dbpedia.org/resource/Ramon_Sessions","http://dbpedia.org/resource/Ramon_Sessions__2","http://dbpedia.org/resource/Oklahoma_City_Blue","46","90"
"http://dbpedia.org/resource/Derek_Fisher","http://dbpedia.org/resource/Derek_Fisher__5","http://dbpedia.org/resource/Oklahoma_City_Thunder","128","187"
"http://dbpedia.org/resource/Derek_Fisher","http://dbpedia.org/resource/Derek_Fisher__7","http://dbpedia.org/resource/Oklahoma_City_Thunder","128","187"
"http://dbpedia.org/resource/Earl_Watson","http://dbpedia.org/resource/Earl_Watson__4","http://dbpedia.org/resource/Oklahoma_City_Thunder","52","93"
"http://dbpedia.org/resource/Nancy_Lieberman","http://dbpedia.org/resource/Nancy_Lieberman__5","http://dbpedia.org/resource/Detroit_Shock","92","125"
"http://dbpedia.org/resource/Shaun_Livingston","http://dbpedia.org/resource/Shaun_Livingston__3","http://dbpedia.org/resource/Oklahoma_City_Blue","66","125"
"http://dbpedia.org/resource/Shaun_Livingston","http://dbpedia.org/resource/Shaun_Livingston__4","http://dbpedia.org/resource/Oklahoma_City_Thunder","66","125"
"http://dbpedia.org/resource/Kendrick_Perkins","http://dbpedia.org/resource/Kendrick_Perkins__2","http://dbpedia.org/resource/Oklahoma_City_Thunder","60","92"
"http://dbpedia.org/resource/Nazr_Mohammed","http://dbpedia.org/resource/Nazr_Mohammed__7","http://dbpedia.org/resource/Oklahoma_City_Thunder","73","142"
"http://dbpedia.org/resource/Steve_Jones_(basketball)","http://dbpedia.org/resource/Steve_Jones_(basketball)__2","http://dbpedia.org/resource/New_Orleans_Buccaneers","61","110"
"http://dbpedia.org/resource/Steve_Jones_(basketball)","http://dbpedia.org/resource/Steve_Jones_(basketball)__5","http://dbpedia.org/resource/Carolina_Cougars","61","110"
"http://dbpedia.org/resource/Paul_Stovall","http://dbpedia.org/resource/Paul_Stovall__2","http://dbpedia.org/resource/San_Diego_Sails","10","52"
"http://dbpedia.org/resource/Brandon_Bass","http://dbpedia.org/resource/Brandon_Bass__2","http://dbpedia.org/resource/Oklahoma_City_Blue","37","83"
"http://dbpedia.org/resource/Ersan_İlyasova","http://dbpedia.org/resource/Ersan_İlyasova__4","http://dbpedia.org/resource/Oklahoma_City_Blue","70","99"
"http://dbpedia.org/resource/Lou_Williams","http://dbpedia.org/resource/Lou_Williams__2","http://dbpedia.org/resource/Fort_Worth_Flyers","-1","-1"
"http://dbpedia.org/resource/Rasual_Butler","http://dbpedia.org/resource/Rasual_Butler__6","http://dbpedia.org/resource/Oklahoma_City_Blue","36","100"
"http://dbpedia.org/resource/Ryan_Bowen","http://dbpedia.org/resource/Ryan_Bowen__7","http://dbpedia.org/resource/Oklahoma_City_Thunder","20","99"
"http://dbpedia.org/resource/Reggie_Jackson_(basketball","_born_1990)","http://dbpedia.org/resource/Reggie_Jackson_(basketball","_born_1990)__1","http://dbpedia.org/resource/Oklahoma_City_Thunder","-1","-1"
"http://dbpedia.org/resource/Reggie_Jackson_(basketball","_born_1990)","http://dbpedia.org/resource/Reggie_Jackson_(basketball","_born_1990)__2","http://dbpedia.org/resource/Oklahoma_City_Blue","-1","-1"
"http://dbpedia.org/resource/Jeremy_Lamb","http://dbpedia.org/resource/Jeremy_Lamb__1","http://dbpedia.org/resource/Oklahoma_City_Thunder","30","77"
"http://dbpedia.org/resource/Jeremy_Lamb","http://dbpedia.org/resource/Jeremy_Lamb__2","http://dbpedia.org/resource/Oklahoma_City_Blue","30","77"
"http://dbpedia.org/resource/Tim_Hardaway","_Jr.","http://dbpedia.org/resource/Tim_Hardaway","_Jr.__3","http://dbpedia.org/resource/Canton_Charge","26","141"
"http://dbpedia.org/resource/Becky_Hammon","http://dbpedia.org/resource/Becky_Hammon__4","http://dbpedia.org/resource/San_Antonio_Stars","104","124"
"http://dbpedia.org/resource/Caron_Butler","http://dbpedia.org/resource/Caron_Butler__7","http://dbpedia.org/resource/Oklahoma_City_Thunder","109","125"
"http://dbpedia.org/resource/Alan_Anderson_(basketball)","http://dbpedia.org/resource/Alan_Anderson_(basketball)__2","http://dbpedia.org/resource/Oklahoma_City_Blue","43","129"
"http://dbpedia.org/resource/Thabo_Sefolosha","http://dbpedia.org/resource/Thabo_Sefolosha__5","http://dbpedia.org/resource/Oklahoma_City_Thunder","61","106"
"http://dbpedia.org/resource/Cole_Aldrich","http://dbpedia.org/resource/Cole_Aldrich__1","http://dbpedia.org/resource/Oklahoma_City_Thunder","60","112"
"http://dbpedia.org/resource/Cole_Aldrich","http://dbpedia.org/resource/Cole_Aldrich__2","http://dbpedia.org/resource/Oklahoma_City_Blue","60","112"
"http://dbpedia.org/resource/Ime_Udoka","http://dbpedia.org/resource/Ime_Udoka__10","http://dbpedia.org/resource/Fort_Worth_Flyers","37","130"
"http://dbpedia.org/resource/Jeff_Green_(basketball)","http://dbpedia.org/resource/Jeff_Green_(basketball)__1","http://dbpedia.org/resource/Oklahoma_City_Thunder","70","113"
"http://dbpedia.org/resource/Steve_Novak","http://dbpedia.org/resource/Steve_Novak__10","http://dbpedia.org/resource/Oklahoma_City_Thunder","47","118"
"http://dbpedia.org/resource/Ish_Smith","http://dbpedia.org/resource/Ish_Smith__8","http://dbpedia.org/resource/Oklahoma_City_Thunder","27","77"
"http://dbpedia.org/resource/Jon_Leuer","http://dbpedia.org/resource/Jon_Leuer__4","http://dbpedia.org/resource/Canton_Charge","31","172"
"http://dbpedia.org/resource/Josh_Huestis","http://dbpedia.org/resource/Josh_Huestis__1","http://dbpedia.org/resource/Oklahoma_City_Blue","-1","-1"
"http://dbpedia.org/resource/Mike_Terpstra","http://dbpedia.org/resource/Mike_Terpstra__2","http://dbpedia.org/resource/Oklahoma_City_Thunder","-1","-1"
"http://dbpedia.org/resource/John_Jenkins_(basketball)","http://dbpedia.org/resource/John_Jenkins_(basketball)__3","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","27","55"
"http://dbpedia.org/resource/Cristiano_Felício","http://dbpedia.org/resource/Cristiano_Felício__4","http://dbpedia.org/resource/Canton_Charge","-1","-1"
"http://dbpedia.org/resource/D._J._Augustin","http://dbpedia.org/resource/D._J._Augustin__6","http://dbpedia.org/resource/Oklahoma_City_Thunder","59","111"
"http://dbpedia.org/resource/Miles_Plumlee","http://dbpedia.org/resource/Miles_Plumlee__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","17","77"
"http://dbpedia.org/resource/Sergey_Karasev","http://dbpedia.org/resource/Sergey_Karasev__3","http://dbpedia.org/resource/Canton_Charge","28","52"
"http://dbpedia.org/resource/Cameron_Payne","http://dbpedia.org/resource/Cameron_Payne__2","http://dbpedia.org/resource/Oklahoma_City_Blue","-1","-1"
"http://dbpedia.org/resource/Joseph_Young_(basketball)","http://dbpedia.org/resource/Joseph_Young_(basketball)__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","-1","-1"
"http://dbpedia.org/resource/Khris_Middleton","http://dbpedia.org/resource/Khris_Middleton__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","14","83"
"http://dbpedia.org/resource/Mike_Muscala","http://dbpedia.org/resource/Mike_Muscala__3","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","11","39"
"http://dbpedia.org/resource/Jorge_Gutiérrez_(basketball)","http://dbpedia.org/resource/Jorge_Gutiérrez_(basketball)__2","http://dbpedia.org/resource/Canton_Charge","-1","-1"
"http://dbpedia.org/resource/Hollis_Thompson","http://dbpedia.org/resource/Hollis_Thompson__1","http://dbpedia.org/resource/Oklahoma_City_Blue","7","43"
"http://dbpedia.org/resource/Aaron_Harrison","http://dbpedia.org/resource/Aaron_Harrison__2","http://dbpedia.org/resource/Oklahoma_City_Blue","3","5"
"http://dbpedia.org/resource/André_Roberson","http://dbpedia.org/resource/André_Roberson__2","http://dbpedia.org/resource/Oklahoma_City_Blue","-1","-1"
"http://dbpedia.org/resource/Solomon_Hill_(basketball)","http://dbpedia.org/resource/Solomon_Hill_(basketball)__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","-1","-1"
"http://dbpedia.org/resource/Adreian_Payne","http://dbpedia.org/resource/Adreian_Payne__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","-1","-1"
"http://dbpedia.org/resource/C._J._Wilcox","http://dbpedia.org/resource/C._J._Wilcox__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","-1","-1"
"http://dbpedia.org/resource/C._J._Wilcox","http://dbpedia.org/resource/C._J._Wilcox__4","http://dbpedia.org/resource/Canton_Charge","-1","-1"
"http://dbpedia.org/resource/Damien_Inglis","http://dbpedia.org/resource/Damien_Inglis__4","http://dbpedia.org/resource/Canton_Charge","-1","-1"
"http://dbpedia.org/resource/Walter_Tavares","http://dbpedia.org/resource/Walter_Tavares__5","http://dbpedia.org/resource/Canton_Charge","-1","-1"
"http://dbpedia.org/resource/Antonio_Lang","http://dbpedia.org/resource/Antonio_Lang__7","http://dbpedia.org/resource/Toronto_Raptors","30","100"
"http://dbpedia.org/resource/P._J._Tucker","http://dbpedia.org/resource/P._J._Tucker__1","http://dbpedia.org/resource/Toronto_Raptors","45","118"
"http://dbpedia.org/resource/Larry_Drew","http://dbpedia.org/resource/Larry_Drew__2","http://dbpedia.org/resource/Sacramento_Kings","43","106"
"http://dbpedia.org/resource/Luc_Mbah_a_Moute","http://dbpedia.org/resource/Luc_Mbah_a_Moute__2","http://dbpedia.org/resource/Sacramento_Kings","28","90"
"http://dbpedia.org/resource/Ryan_Hollins","http://dbpedia.org/resource/Ryan_Hollins__8","http://dbpedia.org/resource/Sacramento_Kings","45","98"
"http://dbpedia.org/resource/Spencer_Hawes","http://dbpedia.org/resource/Spencer_Hawes__1","http://dbpedia.org/resource/Sacramento_Kings","37","93"
"http://dbpedia.org/resource/Marco_Belinelli","http://dbpedia.org/resource/Marco_Belinelli__4","http://dbpedia.org/resource/Toronto_Raptors","54","94"
"http://dbpedia.org/resource/Sonny_Weems","http://dbpedia.org/resource/Sonny_Weems__3","http://dbpedia.org/resource/Toronto_Raptors","52","157"
"http://dbpedia.org/resource/Ed_Davis_(basketball)","http://dbpedia.org/resource/Ed_Davis_(basketball)__1","http://dbpedia.org/resource/Toronto_Raptors","35","91"
"http://dbpedia.org/resource/Nik_Stauskas","http://dbpedia.org/resource/Nik_Stauskas__1","http://dbpedia.org/resource/Sacramento_Kings","21","143"
"http://dbpedia.org/resource/Alexis_Ajinça","http://dbpedia.org/resource/Alexis_Ajinça__7","http://dbpedia.org/resource/Toronto_Raptors","37","60"
"http://dbpedia.org/resource/Tyreke_Evans","http://dbpedia.org/resource/Tyreke_Evans__1","http://dbpedia.org/resource/Sacramento_Kings","81","89"
"http://dbpedia.org/resource/Vlade_Divac","http://dbpedia.org/resource/Vlade_Divac__6","http://dbpedia.org/resource/Sacramento_Kings","162","278"
"http://dbpedia.org/resource/Chris_Bosh","http://dbpedia.org/resource/Chris_Bosh__1","http://dbpedia.org/resource/Toronto_Raptors","202","248"
"http://dbpedia.org/resource/Vince_Carter","http://dbpedia.org/resource/Vince_Carter__1","http://dbpedia.org/resource/Toronto_Raptors","246","253"
"http://dbpedia.org/resource/José_Calderón_(basketball)","http://dbpedia.org/resource/José_Calderón_(basketball)__5","http://dbpedia.org/resource/Toronto_Raptors","88","154"
"http://dbpedia.org/resource/Ramon_Sessions","http://dbpedia.org/resource/Ramon_Sessions__4","http://dbpedia.org/resource/Cleveland_Cavaliers","46","90"
"http://dbpedia.org/resource/Ramon_Sessions","http://dbpedia.org/resource/Ramon_Sessions__8","http://dbpedia.org/resource/Sacramento_Kings","46","90"
"http://dbpedia.org/resource/Alonzo_Gee","http://dbpedia.org/resource/Alonzo_Gee__6","http://dbpedia.org/resource/Cleveland_Cavaliers","26","86"
"http://dbpedia.org/resource/Donald_Sloan_(basketball)","http://dbpedia.org/resource/Donald_Sloan_(basketball)__7","http://dbpedia.org/resource/Cleveland_Cavaliers","34","89"
"http://dbpedia.org/resource/Garrett_Temple","http://dbpedia.org/resource/Garrett_Temple__2","http://dbpedia.org/resource/Sacramento_Kings","25","90"
"http://dbpedia.org/resource/Hassan_Whiteside","http://dbpedia.org/resource/Hassan_Whiteside__1","http://dbpedia.org/resource/Sacramento_Kings","20","100"
"http://dbpedia.org/resource/Andre_Miller","http://dbpedia.org/resource/Andre_Miller__1","http://dbpedia.org/resource/Cleveland_Cavaliers","91","138"
"http://dbpedia.org/resource/Andre_Miller","http://dbpedia.org/resource/Andre_Miller__8","http://dbpedia.org/resource/Sacramento_Kings","91","138"
"http://dbpedia.org/resource/Drew_Gooden","http://dbpedia.org/resource/Drew_Gooden__3","http://dbpedia.org/resource/Cleveland_Cavaliers","96","163"
"http://dbpedia.org/resource/Drew_Gooden","http://dbpedia.org/resource/Drew_Gooden__5","http://dbpedia.org/resource/Sacramento_Kings","96","163"
"http://dbpedia.org/resource/Jamaal_Magloire","http://dbpedia.org/resource/Jamaal_Magloire__7","http://dbpedia.org/resource/Toronto_Raptors","81","135"
"http://dbpedia.org/resource/Luol_Deng","http://dbpedia.org/resource/Luol_Deng__2","http://dbpedia.org/resource/Cleveland_Cavaliers","113","171"
"http://dbpedia.org/resource/Metta_World_Peace","http://dbpedia.org/resource/Metta_World_Peace__3","http://dbpedia.org/resource/Sacramento_Kings","246","235"
"http://dbpedia.org/resource/Shaun_Livingston","http://dbpedia.org/resource/Shaun_Livingston__9","http://dbpedia.org/resource/Cleveland_Cavaliers","66","125"
"http://dbpedia.org/resource/Charlie_Villanueva","http://dbpedia.org/resource/Charlie_Villanueva__1","http://dbpedia.org/resource/Toronto_Raptors","72","127"
"http://dbpedia.org/resource/Corliss_Williamson","http://dbpedia.org/resource/Corliss_Williamson__1","http://dbpedia.org/resource/Sacramento_Kings","66","128"
"http://dbpedia.org/resource/Corliss_Williamson","http://dbpedia.org/resource/Corliss_Williamson__2","http://dbpedia.org/resource/Toronto_Raptors","66","128"
"http://dbpedia.org/resource/Corliss_Williamson","http://dbpedia.org/resource/Corliss_Williamson__5","http://dbpedia.org/resource/Sacramento_Kings","66","128"
"http://dbpedia.org/resource/Kendrick_Perkins","http://dbpedia.org/resource/Kendrick_Perkins__3","http://dbpedia.org/resource/Cleveland_Cavaliers","60","92"
"http://dbpedia.org/resource/Kurt_Rambis","http://dbpedia.org/resource/Kurt_Rambis__5","http://dbpedia.org/resource/Sacramento_Kings","110","129"
"http://dbpedia.org/resource/Luke_Walton","http://dbpedia.org/resource/Luke_Walton__2","http://dbpedia.org/resource/Cleveland_Cavaliers","70","114"
"http://dbpedia.org/resource/Mike_D'Antoni","http://dbpedia.org/resource/Mike_D'Antoni__1","http://dbpedia.org/resource/Sacramento_Kings","148","154"
"http://dbpedia.org/resource/Mike_Miller_(basketball_player)","http://dbpedia.org/resource/Mike_Miller_(basketball_player)__7","http://dbpedia.org/resource/Cleveland_Cavaliers","77","130"
"http://dbpedia.org/resource/Mike_Woodson","http://dbpedia.org/resource/Mike_Woodson__3","http://dbpedia.org/resource/Sacramento_Kings","65","119"
"http://dbpedia.org/resource/Mike_Woodson","http://dbpedia.org/resource/Mike_Woodson__6","http://dbpedia.org/resource/Cleveland_Cavaliers","65","119"
"http://dbpedia.org/resource/Sean_Marks","http://dbpedia.org/resource/Sean_Marks__1","http://dbpedia.org/resource/Toronto_Raptors","56","117"
"http://dbpedia.org/resource/JJ_Hickson","http://dbpedia.org/resource/JJ_Hickson__1","http://dbpedia.org/resource/Cleveland_Cavaliers","-1","-1"
"http://dbpedia.org/resource/JJ_Hickson","http://dbpedia.org/resource/JJ_Hickson__3","http://dbpedia.org/resource/Sacramento_Kings","-1","-1"
"http://dbpedia.org/resource/Omri_Casspi","http://dbpedia.org/resource/Omri_Casspi__3","http://dbpedia.org/resource/Sacramento_Kings","55","96"
"http://dbpedia.org/resource/Omri_Casspi","http://dbpedia.org/resource/Omri_Casspi__4","http://dbpedia.org/resource/Cleveland_Cavaliers","55","96"
"http://dbpedia.org/resource/Sid_Catlett_(basketball)","http://dbpedia.org/resource/Sid_Catlett_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","7","41"
"http://dbpedia.org/resource/Kris_Humphries","http://dbpedia.org/resource/Kris_Humphries__2","http://dbpedia.org/resource/Toronto_Raptors","64","124"
"http://dbpedia.org/resource/Popeye_Jones","http://dbpedia.org/resource/Popeye_Jones__3","http://dbpedia.org/resource/Toronto_Raptors","37","95"
"http://dbpedia.org/resource/Amir_Johnson","http://dbpedia.org/resource/Amir_Johnson__2","http://dbpedia.org/resource/Fayetteville_Patriots","36","96"
"http://dbpedia.org/resource/Anderson_Varejão","http://dbpedia.org/resource/Anderson_Varejão__3","http://dbpedia.org/resource/Cleveland_Cavaliers","83","131"
"http://dbpedia.org/resource/Chris_Andersen","http://dbpedia.org/resource/Chris_Andersen__5","http://dbpedia.org/resource/Fayetteville_Patriots","45","110"
"http://dbpedia.org/resource/Gerald_Green","http://dbpedia.org/resource/Gerald_Green__2","http://dbpedia.org/resource/Fayetteville_Patriots","65","144"
"http://dbpedia.org/resource/Jarrett_Jack","http://dbpedia.org/resource/Jarrett_Jack__6","http://dbpedia.org/resource/Cleveland_Cavaliers","69","102"
"http://dbpedia.org/resource/Matt_Barnes","http://dbpedia.org/resource/Matt_Barnes__1","http://dbpedia.org/resource/Fayetteville_Patriots","74","133"
"http://dbpedia.org/resource/Matt_Barnes","http://dbpedia.org/resource/Matt_Barnes__4","http://dbpedia.org/resource/Sacramento_Kings","74","133"
"http://dbpedia.org/resource/Vitaly_Potapenko","http://dbpedia.org/resource/Vitaly_Potapenko__2","http://dbpedia.org/resource/Cleveland_Cavaliers","28","109"
"http://dbpedia.org/resource/Vitaly_Potapenko","http://dbpedia.org/resource/Vitaly_Potapenko__5","http://dbpedia.org/resource/Sacramento_Kings","28","109"
"http://dbpedia.org/resource/Greivis_Vásquez","http://dbpedia.org/resource/Greivis_Vásquez__3","http://dbpedia.org/resource/Sacramento_Kings","50","111"
"http://dbpedia.org/resource/Marreese_Speights","http://dbpedia.org/resource/Marreese_Speights__3","http://dbpedia.org/resource/Cleveland_Cavaliers","32","86"
"http://dbpedia.org/resource/Derrick_Williams_(basketball)","http://dbpedia.org/resource/Derrick_Williams_(basketball)__2","http://dbpedia.org/resource/Sacramento_Kings","46","78"
"http://dbpedia.org/resource/C._J._Miles","http://dbpedia.org/resource/C._J._Miles__2","http://dbpedia.org/resource/Cleveland_Cavaliers","38","93"
"http://dbpedia.org/resource/Mo_Williams","http://dbpedia.org/resource/Mo_Williams__3","http://dbpedia.org/resource/Cleveland_Cavaliers","68","120"
"http://dbpedia.org/resource/Randy_Brown","http://dbpedia.org/resource/Randy_Brown__1","http://dbpedia.org/resource/Sacramento_Kings","32","74"
"http://dbpedia.org/resource/Mark_Bryant_(basketball)","http://dbpedia.org/resource/Mark_Bryant_(basketball)__5","http://dbpedia.org/resource/Cleveland_Cavaliers","49","96"
"http://dbpedia.org/resource/Conner_Henry","http://dbpedia.org/resource/Conner_Henry__4","http://dbpedia.org/resource/Sacramento_Kings","16","77"
"http://dbpedia.org/resource/Patrick_Patterson_(basketball)","http://dbpedia.org/resource/Patrick_Patterson_(basketball)__3","http://dbpedia.org/resource/Sacramento_Kings","49","104"
"http://dbpedia.org/resource/Cole_Aldrich","http://dbpedia.org/resource/Cole_Aldrich__4","http://dbpedia.org/resource/Sacramento_Kings","60","112"
"http://dbpedia.org/resource/Danny_Green_(basketball)","http://dbpedia.org/resource/Danny_Green_(basketball)__1","http://dbpedia.org/resource/Cleveland_Cavaliers","49","118"
"http://dbpedia.org/resource/Jason_Thompson_(basketball)","http://dbpedia.org/resource/Jason_Thompson_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","24","68"
"http://dbpedia.org/resource/Ed_Pinckney","http://dbpedia.org/resource/Ed_Pinckney__2","http://dbpedia.org/resource/Sacramento_Kings","44","134"
"http://dbpedia.org/resource/Jim_Cleamons","http://dbpedia.org/resource/Jim_Cleamons__2","http://dbpedia.org/resource/Cleveland_Cavaliers","58","87"
"http://dbpedia.org/resource/Mark_West_(basketball)","http://dbpedia.org/resource/Mark_West_(basketball)__3","http://dbpedia.org/resource/Cleveland_Cavaliers","48","82"
"http://dbpedia.org/resource/Mark_West_(basketball)","http://dbpedia.org/resource/Mark_West_(basketball)__6","http://dbpedia.org/resource/Cleveland_Cavaliers","48","82"
"http://dbpedia.org/resource/Ronnie_Price","http://dbpedia.org/resource/Ronnie_Price__1","http://dbpedia.org/resource/Sacramento_Kings","25","92"
"http://dbpedia.org/resource/Randy_Wittman","http://dbpedia.org/resource/Randy_Wittman__2","http://dbpedia.org/resource/Sacramento_Kings","63","104"
"http://dbpedia.org/resource/Aaron_Gray","http://dbpedia.org/resource/Aaron_Gray__4","http://dbpedia.org/resource/Sacramento_Kings","35","79"
"http://dbpedia.org/resource/Carl_Landry","http://dbpedia.org/resource/Carl_Landry__2","http://dbpedia.org/resource/Sacramento_Kings","51","129"
"http://dbpedia.org/resource/Carl_Landry","http://dbpedia.org/resource/Carl_Landry__5","http://dbpedia.org/resource/Sacramento_Kings","51","129"
"http://dbpedia.org/resource/Mike_Ratliff","http://dbpedia.org/resource/Mike_Ratliff__1","http://dbpedia.org/resource/Sacramento_Kings","4","39"
"http://dbpedia.org/resource/Jon_Leuer","http://dbpedia.org/resource/Jon_Leuer__3","http://dbpedia.org/resource/Cleveland_Cavaliers","31","172"
"http://dbpedia.org/resource/Sam_Sibert","http://dbpedia.org/resource/Sam_Sibert__1","http://dbpedia.org/resource/Sacramento_Kings","4","56"
"http://dbpedia.org/resource/James_Johnson_(basketball","_born_1987)","http://dbpedia.org/resource/James_Johnson_(basketball","_born_1987)__4","http://dbpedia.org/resource/Sacramento_Kings","-1","-1"
"http://dbpedia.org/resource/Toney_Douglas","http://dbpedia.org/resource/Toney_Douglas__3","http://dbpedia.org/resource/Sacramento_Kings","42","130"
"http://dbpedia.org/resource/Aaron_Brooks_(basketball)","http://dbpedia.org/resource/Aaron_Brooks_(basketball)__4","http://dbpedia.org/resource/Sacramento_Kings","58","130"
"http://dbpedia.org/resource/Wayne_Ellington","http://dbpedia.org/resource/Wayne_Ellington__3","http://dbpedia.org/resource/Cleveland_Cavaliers","59","86"
"http://dbpedia.org/resource/Dion_Waiters","http://dbpedia.org/resource/Dion_Waiters__1","http://dbpedia.org/resource/Cleveland_Cavaliers","21","65"
"http://dbpedia.org/resource/Quincy_Acy","http://dbpedia.org/resource/Quincy_Acy__3","http://dbpedia.org/resource/Sacramento_Kings","15","60"
"http://dbpedia.org/resource/Sergey_Karasev","http://dbpedia.org/resource/Sergey_Karasev__2","http://dbpedia.org/resource/Cleveland_Cavaliers","28","52"
"http://dbpedia.org/resource/Isaiah_Thomas_(basketball)","http://dbpedia.org/resource/Isaiah_Thomas_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","41","83"
"http://dbpedia.org/resource/Thomas_Robinson_(basketball)","http://dbpedia.org/resource/Thomas_Robinson_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","32","81"
"http://dbpedia.org/resource/Antonio_Lang","http://dbpedia.org/resource/Antonio_Lang__8","http://dbpedia.org/resource/Philadelphia_76ers","30","100"
"http://dbpedia.org/resource/Corey_Gaines","http://dbpedia.org/resource/Corey_Gaines__2","http://dbpedia.org/resource/Philadelphia_76ers","47","105"
"http://dbpedia.org/resource/Corey_Gaines","http://dbpedia.org/resource/Corey_Gaines__6","http://dbpedia.org/resource/Philadelphia_76ers","47","105"
"http://dbpedia.org/resource/Luc_Mbah_a_Moute","http://dbpedia.org/resource/Luc_Mbah_a_Moute__4","http://dbpedia.org/resource/Philadelphia_76ers","28","90"
"http://dbpedia.org/resource/Monty_Williams","http://dbpedia.org/resource/Monty_Williams__5","http://dbpedia.org/resource/Philadelphia_76ers","45","82"
"http://dbpedia.org/resource/Spencer_Hawes","http://dbpedia.org/resource/Spencer_Hawes__2","http://dbpedia.org/resource/Philadelphia_76ers","37","93"
"http://dbpedia.org/resource/Goran_Dragić","http://dbpedia.org/resource/Goran_Dragić__6","http://dbpedia.org/resource/Houston_Rockets","66","132"
"http://dbpedia.org/resource/Chandler_Parsons","http://dbpedia.org/resource/Chandler_Parsons__2","http://dbpedia.org/resource/Houston_Rockets","32","82"
"http://dbpedia.org/resource/DeMarre_Carroll","http://dbpedia.org/resource/DeMarre_Carroll__3","http://dbpedia.org/resource/Houston_Rockets","33","74"
"http://dbpedia.org/resource/Evan_Turner","http://dbpedia.org/resource/Evan_Turner__1","http://dbpedia.org/resource/Philadelphia_76ers","64","205"
"http://dbpedia.org/resource/Chris_Johnson_(basketball","_born_1990)","http://dbpedia.org/resource/Chris_Johnson_(basketball","_born_1990)__5","http://dbpedia.org/resource/Philadelphia_76ers","14","51"
"http://dbpedia.org/resource/Glenn_Robinson_III","http://dbpedia.org/resource/Glenn_Robinson_III__2","http://dbpedia.org/resource/Philadelphia_76ers","18","122"
