"person","place","date"
"http://dbpedia.org/resource/Bruce_Kimball","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1963-06-11
"http://dbpedia.org/resource/Casson_Ferguson","http://dbpedia.org/resource/Alexandria,_Louisiana",1891-05-29
"http://dbpedia.org/resource/Herbert_Harris","http://dbpedia.org/resource/Kansas_City,_Missouri",1926-04-14
"http://dbpedia.org/resource/JaRon_Rush","http://dbpedia.org/resource/Kansas_City,_Missouri",1979-04-12
"http://dbpedia.org/resource/James_E._Duffy_(American_football)","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1867-01-10
"http://dbpedia.org/resource/Karim_Hendou","http://dbpedia.org/resource/Algiers",1986-05-27
"http://dbpedia.org/resource/Ulysses_Curtis","http://dbpedia.org/resource/Albion,_Michigan",1926-05-10
"http://dbpedia.org/resource/Berton_Roueché","http://dbpedia.org/resource/Kansas_City,_Missouri",1910-04-16
"http://dbpedia.org/resource/Harold_B._McSween","http://dbpedia.org/resource/Alexandria,_Louisiana",1926-07-19
"http://dbpedia.org/resource/Lauren_Fowlkes","http://dbpedia.org/resource/Kansas_City,_Missouri",1988-07-06
"http://dbpedia.org/resource/Lisa_Kron","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1961-05-20
"http://dbpedia.org/resource/Margret_Craver","http://dbpedia.org/resource/Kansas_City,_Missouri","1907"
"http://dbpedia.org/resource/Margret_Craver","http://dbpedia.org/resource/Kansas_City,_Missouri",1907-10-11
"http://dbpedia.org/resource/Rafik_Halliche","http://dbpedia.org/resource/Algiers",1986-09-02
"http://dbpedia.org/resource/Rafik_Saïfi","http://dbpedia.org/resource/Algiers",1975-02-07
"http://dbpedia.org/resource/Serge_Fuster","http://dbpedia.org/resource/Algiers",1911-11-28
"http://dbpedia.org/resource/Yvette_Vickers","http://dbpedia.org/resource/Kansas_City,_Missouri",1928-08-26
"http://dbpedia.org/resource/Emmanuel_Arceneaux","http://dbpedia.org/resource/Alexandria,_Louisiana",1987-09-17
"http://dbpedia.org/resource/Mike_Nahan","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1950-07-02
"http://dbpedia.org/resource/Mustapha_Zitouni","http://dbpedia.org/resource/Algiers",1928-10-19
"http://dbpedia.org/resource/Aaron_Krickstein","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1967-08-02
"http://dbpedia.org/resource/Brandon_Lloyd","http://dbpedia.org/resource/Kansas_City,_Missouri",1981-07-05
"http://dbpedia.org/resource/Lowell_Green","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1936-07-07
"http://dbpedia.org/resource/William_Least_Heat-Moon","http://dbpedia.org/resource/Kansas_City,_Missouri",1939-08-27
"http://dbpedia.org/resource/Joe_Presko","http://dbpedia.org/resource/Kansas_City,_Missouri",1928-10-07
"http://dbpedia.org/resource/Kathleen_E._Woodiwiss","http://dbpedia.org/resource/Alexandria,_Louisiana",1939-06-03
"http://dbpedia.org/resource/Melanie_Morgan","http://dbpedia.org/resource/Kansas_City,_Missouri",1956-12-08
"http://dbpedia.org/resource/Andrea_Ciliberti","http://dbpedia.org/resource/Kansas_City,_Missouri","1983"
"http://dbpedia.org/resource/Farid_Belmellat","http://dbpedia.org/resource/Algiers",1970-10-18
"http://dbpedia.org/resource/Louis_W._Truman","http://dbpedia.org/resource/Kansas_City,_Missouri",1908-06-20
"http://dbpedia.org/resource/Jason_Kander","http://dbpedia.org/resource/Kansas_City,_Missouri",1981-05-04
"http://dbpedia.org/resource/Jeff_Caster","http://dbpedia.org/resource/Kansas_City,_Missouri",1958-08-11
"http://dbpedia.org/resource/Megan_Reinking","http://dbpedia.org/resource/Ames,_Iowa",1981-04-30
"http://dbpedia.org/resource/Phil_Dynan","http://dbpedia.org/resource/Kansas_City,_Missouri",1948-08-11
"http://dbpedia.org/resource/David_Novstrup","http://dbpedia.org/resource/Aberdeen,_South_Dakota",1983-02-02
"http://dbpedia.org/resource/Dennis_Feickert","http://dbpedia.org/resource/Aberdeen,_South_Dakota",1948-06-19
"http://dbpedia.org/resource/Eric_Betzig","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1960-01-13
"http://dbpedia.org/resource/Freddy_Zemmour","http://dbpedia.org/resource/Algiers",1942-02-21
"http://dbpedia.org/resource/Joel_Goldman","http://dbpedia.org/resource/Kansas_City,_Missouri",1952-10-23
"http://dbpedia.org/resource/Rockne_Krebs","http://dbpedia.org/resource/Kansas_City,_Missouri",1938-12-24
"http://dbpedia.org/resource/Austin_Watson","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1992-01-13
"http://dbpedia.org/resource/Brett_Helm","http://dbpedia.org/resource/Kansas_City,_Missouri",1962-05-08
"http://dbpedia.org/resource/Farid_Djahnine","http://dbpedia.org/resource/Algiers",1976-08-16
"http://dbpedia.org/resource/Karim_Baïteche","http://dbpedia.org/resource/Algiers",1991-07-10
"http://dbpedia.org/resource/T._Max_Graham","http://dbpedia.org/resource/Kansas_City,_Missouri",1941-09-02
"http://dbpedia.org/resource/Alex_Graves","http://dbpedia.org/resource/Kansas_City,_Missouri",1965-07-23
"http://dbpedia.org/resource/Earl_Hurd","http://dbpedia.org/resource/Kansas_City,_Missouri",1880-09-14
"http://dbpedia.org/resource/Richard_Shepherd_(producer)","http://dbpedia.org/resource/Kansas_City,_Missouri",1927-06-04
"http://dbpedia.org/resource/LaVell_Blanchard","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1981-02-23
"http://dbpedia.org/resource/Mohamed_Hamdoud","http://dbpedia.org/resource/Algiers",1976-06-09
"http://dbpedia.org/resource/Billel_Naïli","http://dbpedia.org/resource/Algiers",1986-06-15
"http://dbpedia.org/resource/Rachid_Ksentini","http://dbpedia.org/resource/Algiers",1887-11-11
"http://dbpedia.org/resource/W._George_Bowdon,_Jr.","http://dbpedia.org/resource/Alexandria,_Louisiana",1921-10-18
"http://dbpedia.org/resource/Warren_Morris","http://dbpedia.org/resource/Alexandria,_Louisiana",1974-01-11
"http://dbpedia.org/resource/Yudell_Luke","http://dbpedia.org/resource/Kansas_City,_Missouri",1918-06-26
"http://dbpedia.org/resource/Bobb'e_J._Thompson","http://dbpedia.org/resource/Kansas_City,_Missouri",1996-02-28
"http://dbpedia.org/resource/Jane_L._Campbell","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1953-05-19
"http://dbpedia.org/resource/Stephen_Hunter","http://dbpedia.org/resource/Kansas_City,_Missouri",1946-03-25
"http://dbpedia.org/resource/Ronald_B._Cameron","http://dbpedia.org/resource/Kansas_City,_Missouri",1927-08-16
"http://dbpedia.org/resource/Ned_Randolph","http://dbpedia.org/resource/Alexandria,_Louisiana",1942-02-01
"http://dbpedia.org/resource/Mohamed_Raouraoua","http://dbpedia.org/resource/Algiers","1946"
"http://dbpedia.org/resource/Michel_Estevan","http://dbpedia.org/resource/Algiers",1961-09-28
"http://dbpedia.org/resource/Mayer_Hawthorne","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1979-02-02
"http://dbpedia.org/resource/Richard_Schelp","http://dbpedia.org/resource/Kansas_City,_Missouri",1936-04-21
"http://dbpedia.org/resource/Shae_Jones","http://dbpedia.org/resource/Kansas_City,_Missouri",1978-07-27
"http://dbpedia.org/resource/Terry_Mathews","http://dbpedia.org/resource/Alexandria,_Louisiana",1964-10-05
"http://dbpedia.org/resource/William_J._Bouwsma","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1923-11-22
"http://dbpedia.org/resource/Youssef_Haraoui","http://dbpedia.org/resource/Algiers",1965-05-12
"http://dbpedia.org/resource/Dexter_McDonald","http://dbpedia.org/resource/Kansas_City,_Missouri",1991-11-30
"http://dbpedia.org/resource/Katie_Kelly","http://dbpedia.org/resource/Kansas_City,_Missouri",1987-07-02
"http://dbpedia.org/resource/Michel_Lévêque","http://dbpedia.org/resource/Algiers","1933"
"http://dbpedia.org/resource/Michel_Lévêque","http://dbpedia.org/resource/Algiers",1933-07-19
"http://dbpedia.org/resource/Mike_Cierpiot","http://dbpedia.org/resource/Kansas_City,_Missouri",1953-01-14
"http://dbpedia.org/resource/Sonia_Yaco","http://dbpedia.org/resource/Ann_Arbor,_Michigan","1957"
"http://dbpedia.org/resource/Chérif_Abdeslam","http://dbpedia.org/resource/Algiers",1978-09-01
"http://dbpedia.org/resource/Paul_Bisciglia","http://dbpedia.org/resource/Algiers",1928-07-30
"http://dbpedia.org/resource/Elizabeth_S._Russell","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1913-05-01
"http://dbpedia.org/resource/Karim_Ghazi","http://dbpedia.org/resource/Algiers",1979-01-06
"http://dbpedia.org/resource/Grace_La_Rue","http://dbpedia.org/resource/Kansas_City,_Missouri",1882-04-23
"http://dbpedia.org/resource/Khalil_Boukedjane","http://dbpedia.org/resource/Algiers",1981-01-27
"http://dbpedia.org/resource/Robert_H._Bolton","http://dbpedia.org/resource/Alexandria,_Louisiana",1908-06-19
"http://dbpedia.org/resource/Sid_Ali_Yahia-Chérif","http://dbpedia.org/resource/Algiers",1985-01-04
"http://dbpedia.org/resource/Cory_Elenio","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1986-08-14
"http://dbpedia.org/resource/Dale_D._Myers","http://dbpedia.org/resource/Kansas_City,_Missouri",1922-01-08
"http://dbpedia.org/resource/Robert_Mimbs","http://dbpedia.org/resource/Kansas_City,_Missouri",1964-08-06
"http://dbpedia.org/resource/Tim_Johnson_(American_football_coach)","http://dbpedia.org/resource/Kansas_City,_Missouri",1962-05-15
"http://dbpedia.org/resource/Mohamed_Serir","http://dbpedia.org/resource/Algiers",1984-12-06
"http://dbpedia.org/resource/Alfred_Albert_Arraj","http://dbpedia.org/resource/Kansas_City,_Missouri",1906-09-01
"http://dbpedia.org/resource/Joseph_Edward_Stevens,_Jr.","http://dbpedia.org/resource/Kansas_City,_Missouri",1928-06-23
"http://dbpedia.org/resource/Mark_Alt","http://dbpedia.org/resource/Kansas_City,_Missouri",1991-10-18
"http://dbpedia.org/resource/Junius_Edwards","http://dbpedia.org/resource/Alexandria,_Louisiana","1929"
"http://dbpedia.org/resource/Andrew_J._Cummins","http://dbpedia.org/resource/Alexandria,_Indiana",1868-12-06
"http://dbpedia.org/resource/Robin_Wayne_Bailey","http://dbpedia.org/resource/Kansas_City,_Missouri",1952-02-08
"http://dbpedia.org/resource/James_Franklin_Kay","http://dbpedia.org/resource/Kansas_City,_Missouri",1948-05-18
"http://dbpedia.org/resource/Jasper_Brancato","http://dbpedia.org/resource/Kansas_City,_Missouri",1907-11-26
"http://dbpedia.org/resource/Katie_Wright","http://dbpedia.org/resource/Kansas_City,_Missouri",1981-12-25
"http://dbpedia.org/resource/Nelder_Dawson","http://dbpedia.org/resource/Alexandria,_Louisiana",1928-12-18
"http://dbpedia.org/resource/Robert_Frederick_Bennett","http://dbpedia.org/resource/Kansas_City,_Missouri",1927-05-23
"http://dbpedia.org/resource/Samuel_Dunbar","http://dbpedia.org/resource/Alexandria,_Louisiana",1931-11-05
"http://dbpedia.org/resource/Basil_Poledouris","http://dbpedia.org/resource/Kansas_City,_Missouri",1945-08-21
"http://dbpedia.org/resource/Billy_Jones_(Outlaws_guitarist)","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1949-11-20
"http://dbpedia.org/resource/Drew_McFedries","http://dbpedia.org/resource/Ames,_Iowa",1978-07-27
"http://dbpedia.org/resource/Frank_Wess","http://dbpedia.org/resource/Kansas_City,_Missouri",1922-01-04
"http://dbpedia.org/resource/Harry_Cheek","http://dbpedia.org/resource/Kansas_City,_Missouri",1879-04-23
"http://dbpedia.org/resource/J._Halcombe_Laning","http://dbpedia.org/resource/Kansas_City,_Missouri",1920-02-14
"http://dbpedia.org/resource/Jack_Falahee","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1989-02-20
"http://dbpedia.org/resource/Johnny_Kling","http://dbpedia.org/resource/Kansas_City,_Missouri",1875-02-25
"http://dbpedia.org/resource/Mark_Spitznagel","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1971-03-05
"http://dbpedia.org/resource/Rachael_Lampa","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1985-01-08
"http://dbpedia.org/resource/Robert_Widenmann","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1852-01-24
"http://dbpedia.org/resource/Kareem_Rush","http://dbpedia.org/resource/Kansas_City,_Missouri",1980-10-30
"http://dbpedia.org/resource/Robert_D._Orr","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1917-11-17
"http://dbpedia.org/resource/Buddy_Tudor","http://dbpedia.org/resource/Alexandria,_Louisiana",1935-05-18
"http://dbpedia.org/resource/Kenza_Bennaceur","http://dbpedia.org/resource/Algiers",1976-01-14
"http://dbpedia.org/resource/Pierre_Dukan","http://dbpedia.org/resource/Algiers",1941-07-08
"http://dbpedia.org/resource/Seth_Sinovic","http://dbpedia.org/resource/Kansas_City,_Missouri",1987-01-28
"http://dbpedia.org/resource/Jolie_Justus","http://dbpedia.org/resource/Kansas_City,_Missouri",1971-02-24
"http://dbpedia.org/resource/Richard_L._Berkley","http://dbpedia.org/resource/Kansas_City,_Missouri",1931-06-29
"http://dbpedia.org/resource/Rick_Leach_(baseball)","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1957-05-04
"http://dbpedia.org/resource/Pat_Sheridan","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1957-12-04
"http://dbpedia.org/resource/Denis_O'Hare","http://dbpedia.org/resource/Kansas_City,_Missouri",1962-01-17
"http://dbpedia.org/resource/Rebecca_Wells","http://dbpedia.org/resource/Alexandria,_Louisiana",1953-02-03
"http://dbpedia.org/resource/Ethan_Canin","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1960-07-19
"http://dbpedia.org/resource/Jeff_Young","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1962-03-31
"http://dbpedia.org/resource/Cathy_Lee_Crosby","http://dbpedia.org/resource/Kansas_City,_Missouri",1944-12-02
"http://dbpedia.org/resource/Tracie_Savage","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1962-11-07
"http://dbpedia.org/resource/Josh_Heupel","http://dbpedia.org/resource/Aberdeen,_South_Dakota",1978-03-22
"http://dbpedia.org/resource/Mike_Jones_(linebacker)","http://dbpedia.org/resource/Kansas_City,_Missouri",1969-04-15
"http://dbpedia.org/resource/Adel_Amrouche","http://dbpedia.org/resource/Algiers",1968-03-07
"http://dbpedia.org/resource/Alfred_Franklin","http://dbpedia.org/resource/Kansas_City,_Missouri",1871-09-30
"http://dbpedia.org/resource/Bill_Finnegan","http://dbpedia.org/resource/Kansas_City,_Missouri",1928-06-29
"http://dbpedia.org/resource/Bill_Garnett","http://dbpedia.org/resource/Kansas_City,_Missouri",1960-04-22
"http://dbpedia.org/resource/Dorothy_Abbott","http://dbpedia.org/resource/Kansas_City,_Missouri",1920-12-16
"http://dbpedia.org/resource/Jock_Scott","http://dbpedia.org/resource/Alexandria,_Louisiana",1947-06-29
"http://dbpedia.org/resource/John_Francisco_Richards_II","http://dbpedia.org/resource/Kansas_City,_Missouri",1896-07-31
"http://dbpedia.org/resource/Josh_Earnest","http://dbpedia.org/resource/Kansas_City,_Missouri",1975-01-22
"http://dbpedia.org/resource/Ruth_Bascom","http://dbpedia.org/resource/Ames,_Iowa",1926-02-04
"http://dbpedia.org/resource/John_P._Gray","http://dbpedia.org/resource/Kansas_City,_Missouri",1914-12-22
"http://dbpedia.org/resource/Kabir_Iyengar","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1986-07-28
"http://dbpedia.org/resource/Malika_Makouf_Rasmussen","http://dbpedia.org/resource/Algiers",1965-02-27
"http://dbpedia.org/resource/Mary_Mosiman","http://dbpedia.org/resource/Ames,_Iowa",1962-02-13
"http://dbpedia.org/resource/Matt_Guthmiller","http://dbpedia.org/resource/Aberdeen,_South_Dakota",1994-11-29
"http://dbpedia.org/resource/Sada_K.","http://dbpedia.org/resource/Kansas_City,_Missouri",1983-06-04
"http://dbpedia.org/resource/Sam_Outlaw","http://dbpedia.org/resource/Aberdeen,_South_Dakota",1982-07-28
"http://dbpedia.org/resource/Sintax_the_Terrific","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1975-01-07
"http://dbpedia.org/resource/Nathan_Darrow","http://dbpedia.org/resource/Kansas_City,_Missouri",1976-06-21
"http://dbpedia.org/resource/Robert_L._J._Long","http://dbpedia.org/resource/Kansas_City,_Missouri",1920-05-29
"http://dbpedia.org/resource/Scott_Carroll","http://dbpedia.org/resource/Kansas_City,_Missouri",1984-09-24
"http://dbpedia.org/resource/Tony_Temple","http://dbpedia.org/resource/Kansas_City,_Missouri",1985-09-13
"http://dbpedia.org/resource/Chip_Beake","http://dbpedia.org/resource/Kansas_City,_Missouri",1969-05-27
"http://dbpedia.org/resource/Dolores_Michaels","http://dbpedia.org/resource/Kansas_City,_Missouri",1933-01-30
"http://dbpedia.org/resource/Catherine_D._Kimball","http://dbpedia.org/resource/Alexandria,_Louisiana",1945-02-07
"http://dbpedia.org/resource/Lincoln_MacMillan","http://dbpedia.org/resource/Ann_Arbor,_Michigan","1864"
"http://dbpedia.org/resource/Steve_Shifflett","http://dbpedia.org/resource/Kansas_City,_Missouri",1966-01-05
"http://dbpedia.org/resource/Wilson_Riles","http://dbpedia.org/resource/Alexandria,_Louisiana",1917-06-27
"http://dbpedia.org/resource/Wilson_Riles","http://dbpedia.org/resource/Alexandria,_Louisiana",1917-07-27
"http://dbpedia.org/resource/Georges_Casanova","http://dbpedia.org/resource/Algiers",1890-07-26
"http://dbpedia.org/resource/Michel_Salesse","http://dbpedia.org/resource/Algiers",1955-01-03
"http://dbpedia.org/resource/Paul_Rémy","http://dbpedia.org/resource/Algiers",1923-02-17
"http://dbpedia.org/resource/Cal_Laning","http://dbpedia.org/resource/Kansas_City,_Missouri",1906-03-27
"http://dbpedia.org/resource/George_Bookasta","http://dbpedia.org/resource/Kansas_City,_Missouri",1917-07-14
"http://dbpedia.org/resource/Luke_Zeller","http://dbpedia.org/resource/Ames,_Iowa",1987-04-07
"http://dbpedia.org/resource/Zach_Putnam","http://dbpedia.org/resource/Ann_Arbor,_Michigan",1987-07-03
"http://dbpedia.org/resource/Curtis_Counce","http://dbpedia.org/resource/Kansas_City,_Missouri",1926-01-23
"http://dbpedia.org/resource/Danielle_Bounds","http://dbpedia.org/resource/Kansas_City,_Missouri",1984-04-22
"http://dbpedia.org/resource/Erville_Alderson","http://dbpedia.org/resource/Kansas_City,_Missouri",1882-09-11
"http://dbpedia.org/resource/Hocine_Achiou","http://dbpedia.org/resource/Algiers",1979-04-27
"http://dbpedia.org/resource/Jerry_Klein","http://dbpedia.org/resource/Aberdeen,_South_Dakota",1951-11-21
"http://dbpedia.org/resource/John_Kander","http://dbpedia.org/resource/Kansas_City,_Missouri",1927-03-18
