"player","timePeriod","team","from","to"
"http://dbpedia.org/resource/Cole_Aldrich","http://dbpedia.org/resource/Cole_Aldrich__1","http://dbpedia.org/resource/Oklahoma_City_Thunder","2010","2011"
"http://dbpedia.org/resource/Cole_Aldrich","http://dbpedia.org/resource/Cole_Aldrich__2","http://dbpedia.org/resource/Oklahoma_City_Blue","2010","2011"
"http://dbpedia.org/resource/Ime_Udoka","http://dbpedia.org/resource/Ime_Udoka__10","http://dbpedia.org/resource/Fort_Worth_Flyers","2005","2005"
"http://dbpedia.org/resource/Jeff_Green_(basketball)","http://dbpedia.org/resource/Jeff_Green_(basketball)__1","http://dbpedia.org/resource/Oklahoma_City_Thunder","2007","2010"
"http://dbpedia.org/resource/Steve_Novak","http://dbpedia.org/resource/Steve_Novak__10","http://dbpedia.org/resource/Oklahoma_City_Thunder","2014","2015"
"http://dbpedia.org/resource/Ish_Smith","http://dbpedia.org/resource/Ish_Smith__8","http://dbpedia.org/resource/Oklahoma_City_Thunder","2014","2014"
"http://dbpedia.org/resource/Jon_Leuer","http://dbpedia.org/resource/Jon_Leuer__4","http://dbpedia.org/resource/Canton_Charge","2012","2013"
"http://dbpedia.org/resource/Josh_Huestis","http://dbpedia.org/resource/Josh_Huestis__1","http://dbpedia.org/resource/Oklahoma_City_Blue","2014","2015"
"http://dbpedia.org/resource/Mike_Terpstra","http://dbpedia.org/resource/Mike_Terpstra__2","http://dbpedia.org/resource/Oklahoma_City_Thunder","2013","2015"
"http://dbpedia.org/resource/John_Jenkins_(basketball)","http://dbpedia.org/resource/John_Jenkins_(basketball)__3","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2014","2014"
"http://dbpedia.org/resource/Cristiano_Felício","http://dbpedia.org/resource/Cristiano_Felício__4","http://dbpedia.org/resource/Canton_Charge","2015","2016"
"http://dbpedia.org/resource/D._J._Augustin","http://dbpedia.org/resource/D._J._Augustin__6","http://dbpedia.org/resource/Oklahoma_City_Thunder","2014","2015"
"http://dbpedia.org/resource/Miles_Plumlee","http://dbpedia.org/resource/Miles_Plumlee__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2012","2013"
"http://dbpedia.org/resource/Sergey_Karasev","http://dbpedia.org/resource/Sergey_Karasev__3","http://dbpedia.org/resource/Canton_Charge","2013","2014"
"http://dbpedia.org/resource/Cameron_Payne","http://dbpedia.org/resource/Cameron_Payne__2","http://dbpedia.org/resource/Oklahoma_City_Blue","2015","2015"
"http://dbpedia.org/resource/Joseph_Young_(basketball)","http://dbpedia.org/resource/Joseph_Young_(basketball)__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2015","2015"
"http://dbpedia.org/resource/Khris_Middleton","http://dbpedia.org/resource/Khris_Middleton__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2012","2012"
"http://dbpedia.org/resource/Mike_Muscala","http://dbpedia.org/resource/Mike_Muscala__3","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2014","2015"
"http://dbpedia.org/resource/Jorge_Gutiérrez_(basketball)","http://dbpedia.org/resource/Jorge_Gutiérrez_(basketball)__2","http://dbpedia.org/resource/Canton_Charge","2012","2014"
"http://dbpedia.org/resource/Hollis_Thompson","http://dbpedia.org/resource/Hollis_Thompson__1","http://dbpedia.org/resource/Oklahoma_City_Blue","2012","2013"
"http://dbpedia.org/resource/Aaron_Harrison","http://dbpedia.org/resource/Aaron_Harrison__2","http://dbpedia.org/resource/Oklahoma_City_Blue","2016","2016"
"http://dbpedia.org/resource/André_Roberson","http://dbpedia.org/resource/André_Roberson__2","http://dbpedia.org/resource/Oklahoma_City_Blue","2013","2014"
"http://dbpedia.org/resource/Solomon_Hill_(basketball)","http://dbpedia.org/resource/Solomon_Hill_(basketball)__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2013","2014"
"http://dbpedia.org/resource/Adreian_Payne","http://dbpedia.org/resource/Adreian_Payne__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2014","2014"
"http://dbpedia.org/resource/C._J._Wilcox","http://dbpedia.org/resource/C._J._Wilcox__2","http://dbpedia.org/resource/Fort_Wayne_Mad_Ants","2015","2015"
"http://dbpedia.org/resource/C._J._Wilcox","http://dbpedia.org/resource/C._J._Wilcox__4","http://dbpedia.org/resource/Canton_Charge","2015","2016"
"http://dbpedia.org/resource/Damien_Inglis","http://dbpedia.org/resource/Damien_Inglis__4","http://dbpedia.org/resource/Canton_Charge","2015","2015"
"http://dbpedia.org/resource/Walter_Tavares","http://dbpedia.org/resource/Walter_Tavares__5","http://dbpedia.org/resource/Canton_Charge","2015","2015"
"http://dbpedia.org/resource/Antonio_Lang","http://dbpedia.org/resource/Antonio_Lang__7","http://dbpedia.org/resource/Toronto_Raptors","2000","2000"
"http://dbpedia.org/resource/P._J._Tucker","http://dbpedia.org/resource/P._J._Tucker__1","http://dbpedia.org/resource/Toronto_Raptors","2006","2006"
"http://dbpedia.org/resource/Larry_Drew","http://dbpedia.org/resource/Larry_Drew__2","http://dbpedia.org/resource/Sacramento_Kings","1981","1985"
"http://dbpedia.org/resource/Luc_Mbah_a_Moute","http://dbpedia.org/resource/Luc_Mbah_a_Moute__2","http://dbpedia.org/resource/Sacramento_Kings","2013","2013"
"http://dbpedia.org/resource/Ryan_Hollins","http://dbpedia.org/resource/Ryan_Hollins__8","http://dbpedia.org/resource/Sacramento_Kings","2014","2014"
"http://dbpedia.org/resource/Spencer_Hawes","http://dbpedia.org/resource/Spencer_Hawes__1","http://dbpedia.org/resource/Sacramento_Kings","2007","2009"
"http://dbpedia.org/resource/Marco_Belinelli","http://dbpedia.org/resource/Marco_Belinelli__4","http://dbpedia.org/resource/Toronto_Raptors","2009","2009"
"http://dbpedia.org/resource/Sonny_Weems","http://dbpedia.org/resource/Sonny_Weems__3","http://dbpedia.org/resource/Toronto_Raptors","2009","2010"
"http://dbpedia.org/resource/Ed_Davis_(basketball)","http://dbpedia.org/resource/Ed_Davis_(basketball)__1","http://dbpedia.org/resource/Toronto_Raptors","2010","2012"
"http://dbpedia.org/resource/Nik_Stauskas","http://dbpedia.org/resource/Nik_Stauskas__1","http://dbpedia.org/resource/Sacramento_Kings","2014","2014"
"http://dbpedia.org/resource/Alexis_Ajinça","http://dbpedia.org/resource/Alexis_Ajinça__7","http://dbpedia.org/resource/Toronto_Raptors","2010","2010"
"http://dbpedia.org/resource/Tyreke_Evans","http://dbpedia.org/resource/Tyreke_Evans__1","http://dbpedia.org/resource/Sacramento_Kings","2009","2012"
"http://dbpedia.org/resource/Vlade_Divac","http://dbpedia.org/resource/Vlade_Divac__6","http://dbpedia.org/resource/Sacramento_Kings","1997","2003"
"http://dbpedia.org/resource/Chris_Bosh","http://dbpedia.org/resource/Chris_Bosh__1","http://dbpedia.org/resource/Toronto_Raptors","2003","2009"
"http://dbpedia.org/resource/Vince_Carter","http://dbpedia.org/resource/Vince_Carter__1","http://dbpedia.org/resource/Toronto_Raptors","1998","2004"
"http://dbpedia.org/resource/José_Calderón_(basketball)","http://dbpedia.org/resource/José_Calderón_(basketball)__5","http://dbpedia.org/resource/Toronto_Raptors","2005","2012"
"http://dbpedia.org/resource/Ramon_Sessions","http://dbpedia.org/resource/Ramon_Sessions__4","http://dbpedia.org/resource/Cleveland_Cavaliers","2010","2011"
"http://dbpedia.org/resource/Ramon_Sessions","http://dbpedia.org/resource/Ramon_Sessions__8","http://dbpedia.org/resource/Sacramento_Kings","2014","2014"
"http://dbpedia.org/resource/Alonzo_Gee","http://dbpedia.org/resource/Alonzo_Gee__6","http://dbpedia.org/resource/Cleveland_Cavaliers","2010","2013"
"http://dbpedia.org/resource/Donald_Sloan_(basketball)","http://dbpedia.org/resource/Donald_Sloan_(basketball)__7","http://dbpedia.org/resource/Cleveland_Cavaliers","2012","2012"
"http://dbpedia.org/resource/Garrett_Temple","http://dbpedia.org/resource/Garrett_Temple__2","http://dbpedia.org/resource/Sacramento_Kings","2009","2009"
"http://dbpedia.org/resource/Hassan_Whiteside","http://dbpedia.org/resource/Hassan_Whiteside__1","http://dbpedia.org/resource/Sacramento_Kings","2010","2011"
"http://dbpedia.org/resource/Andre_Miller","http://dbpedia.org/resource/Andre_Miller__1","http://dbpedia.org/resource/Cleveland_Cavaliers","1999","2001"
"http://dbpedia.org/resource/Andre_Miller","http://dbpedia.org/resource/Andre_Miller__8","http://dbpedia.org/resource/Sacramento_Kings","2014","2014"
"http://dbpedia.org/resource/Drew_Gooden","http://dbpedia.org/resource/Drew_Gooden__3","http://dbpedia.org/resource/Cleveland_Cavaliers","2004","2007"
"http://dbpedia.org/resource/Drew_Gooden","http://dbpedia.org/resource/Drew_Gooden__5","http://dbpedia.org/resource/Sacramento_Kings","2008","2008"
"http://dbpedia.org/resource/Jamaal_Magloire","http://dbpedia.org/resource/Jamaal_Magloire__7","http://dbpedia.org/resource/Toronto_Raptors","2011","2011"
"http://dbpedia.org/resource/Luol_Deng","http://dbpedia.org/resource/Luol_Deng__2","http://dbpedia.org/resource/Cleveland_Cavaliers","2013","2013"
"http://dbpedia.org/resource/Metta_World_Peace","http://dbpedia.org/resource/Metta_World_Peace__3","http://dbpedia.org/resource/Sacramento_Kings","2005","2007"
"http://dbpedia.org/resource/Shaun_Livingston","http://dbpedia.org/resource/Shaun_Livingston__9","http://dbpedia.org/resource/Cleveland_Cavaliers","2012","2012"
"http://dbpedia.org/resource/Charlie_Villanueva","http://dbpedia.org/resource/Charlie_Villanueva__1","http://dbpedia.org/resource/Toronto_Raptors","2005","2005"
"http://dbpedia.org/resource/Corliss_Williamson","http://dbpedia.org/resource/Corliss_Williamson__1","http://dbpedia.org/resource/Sacramento_Kings","1995","1999"
"http://dbpedia.org/resource/Corliss_Williamson","http://dbpedia.org/resource/Corliss_Williamson__2","http://dbpedia.org/resource/Toronto_Raptors","2000","2000"
"http://dbpedia.org/resource/Corliss_Williamson","http://dbpedia.org/resource/Corliss_Williamson__5","http://dbpedia.org/resource/Sacramento_Kings","2005","2006"
"http://dbpedia.org/resource/Kendrick_Perkins","http://dbpedia.org/resource/Kendrick_Perkins__3","http://dbpedia.org/resource/Cleveland_Cavaliers","2014","2014"
"http://dbpedia.org/resource/Kurt_Rambis","http://dbpedia.org/resource/Kurt_Rambis__5","http://dbpedia.org/resource/Sacramento_Kings","1991","1992"
"http://dbpedia.org/resource/Luke_Walton","http://dbpedia.org/resource/Luke_Walton__2","http://dbpedia.org/resource/Cleveland_Cavaliers","2011","2012"
"http://dbpedia.org/resource/Mike_D'Antoni","http://dbpedia.org/resource/Mike_D'Antoni__1","http://dbpedia.org/resource/Sacramento_Kings","1973","1975"
"http://dbpedia.org/resource/Mike_Miller_(basketball_player)","http://dbpedia.org/resource/Mike_Miller_(basketball_player)__7","http://dbpedia.org/resource/Cleveland_Cavaliers","2014","2014"
"http://dbpedia.org/resource/Mike_Woodson","http://dbpedia.org/resource/Mike_Woodson__3","http://dbpedia.org/resource/Sacramento_Kings","1981","1985"
"http://dbpedia.org/resource/Mike_Woodson","http://dbpedia.org/resource/Mike_Woodson__6","http://dbpedia.org/resource/Cleveland_Cavaliers","1990","1990"
"http://dbpedia.org/resource/Sean_Marks","http://dbpedia.org/resource/Sean_Marks__1","http://dbpedia.org/resource/Toronto_Raptors","1998","1999"
"http://dbpedia.org/resource/JJ_Hickson","http://dbpedia.org/resource/JJ_Hickson__1","http://dbpedia.org/resource/Cleveland_Cavaliers","2008","2010"
"http://dbpedia.org/resource/JJ_Hickson","http://dbpedia.org/resource/JJ_Hickson__3","http://dbpedia.org/resource/Sacramento_Kings","2011","2011"
"http://dbpedia.org/resource/Omri_Casspi","http://dbpedia.org/resource/Omri_Casspi__3","http://dbpedia.org/resource/Sacramento_Kings","2009","2010"
"http://dbpedia.org/resource/Omri_Casspi","http://dbpedia.org/resource/Omri_Casspi__4","http://dbpedia.org/resource/Cleveland_Cavaliers","2011","2012"
"http://dbpedia.org/resource/Sid_Catlett_(basketball)","http://dbpedia.org/resource/Sid_Catlett_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","1971","1971"
"http://dbpedia.org/resource/Kris_Humphries","http://dbpedia.org/resource/Kris_Humphries__2","http://dbpedia.org/resource/Toronto_Raptors","2006","2008"
"http://dbpedia.org/resource/Popeye_Jones","http://dbpedia.org/resource/Popeye_Jones__3","http://dbpedia.org/resource/Toronto_Raptors","1996","1997"
"http://dbpedia.org/resource/Amir_Johnson","http://dbpedia.org/resource/Amir_Johnson__2","http://dbpedia.org/resource/Fayetteville_Patriots","2006","2006"
"http://dbpedia.org/resource/Anderson_Varejão","http://dbpedia.org/resource/Anderson_Varejão__3","http://dbpedia.org/resource/Cleveland_Cavaliers","2004","2015"
"http://dbpedia.org/resource/Chris_Andersen","http://dbpedia.org/resource/Chris_Andersen__5","http://dbpedia.org/resource/Fayetteville_Patriots","2001","2001"
"http://dbpedia.org/resource/Gerald_Green","http://dbpedia.org/resource/Gerald_Green__2","http://dbpedia.org/resource/Fayetteville_Patriots","2006","2006"
"http://dbpedia.org/resource/Jarrett_Jack","http://dbpedia.org/resource/Jarrett_Jack__6","http://dbpedia.org/resource/Cleveland_Cavaliers","2013","2013"
"http://dbpedia.org/resource/Matt_Barnes","http://dbpedia.org/resource/Matt_Barnes__1","http://dbpedia.org/resource/Fayetteville_Patriots","2002","2003"
"http://dbpedia.org/resource/Matt_Barnes","http://dbpedia.org/resource/Matt_Barnes__4","http://dbpedia.org/resource/Sacramento_Kings","2004","2004"
"http://dbpedia.org/resource/Vitaly_Potapenko","http://dbpedia.org/resource/Vitaly_Potapenko__2","http://dbpedia.org/resource/Cleveland_Cavaliers","1996","1998"
"http://dbpedia.org/resource/Vitaly_Potapenko","http://dbpedia.org/resource/Vitaly_Potapenko__5","http://dbpedia.org/resource/Sacramento_Kings","2006","2006"
"http://dbpedia.org/resource/Greivis_Vásquez","http://dbpedia.org/resource/Greivis_Vásquez__3","http://dbpedia.org/resource/Sacramento_Kings","2013","2013"
"http://dbpedia.org/resource/Marreese_Speights","http://dbpedia.org/resource/Marreese_Speights__3","http://dbpedia.org/resource/Cleveland_Cavaliers","2012","2012"
"http://dbpedia.org/resource/Derrick_Williams_(basketball)","http://dbpedia.org/resource/Derrick_Williams_(basketball)__2","http://dbpedia.org/resource/Sacramento_Kings","2013","2014"
"http://dbpedia.org/resource/C._J._Miles","http://dbpedia.org/resource/C._J._Miles__2","http://dbpedia.org/resource/Cleveland_Cavaliers","2012","2013"
"http://dbpedia.org/resource/Mo_Williams","http://dbpedia.org/resource/Mo_Williams__3","http://dbpedia.org/resource/Cleveland_Cavaliers","2008","2010"
"http://dbpedia.org/resource/Randy_Brown","http://dbpedia.org/resource/Randy_Brown__1","http://dbpedia.org/resource/Sacramento_Kings","1991","1994"
"http://dbpedia.org/resource/Mark_Bryant_(basketball)","http://dbpedia.org/resource/Mark_Bryant_(basketball)__5","http://dbpedia.org/resource/Cleveland_Cavaliers","1999","1999"
"http://dbpedia.org/resource/Conner_Henry","http://dbpedia.org/resource/Conner_Henry__4","http://dbpedia.org/resource/Sacramento_Kings","1988","1988"
"http://dbpedia.org/resource/Patrick_Patterson_(basketball)","http://dbpedia.org/resource/Patrick_Patterson_(basketball)__3","http://dbpedia.org/resource/Sacramento_Kings","2013","2013"
"http://dbpedia.org/resource/Cole_Aldrich","http://dbpedia.org/resource/Cole_Aldrich__4","http://dbpedia.org/resource/Sacramento_Kings","2012","2012"
"http://dbpedia.org/resource/Danny_Green_(basketball)","http://dbpedia.org/resource/Danny_Green_(basketball)__1","http://dbpedia.org/resource/Cleveland_Cavaliers","2009","2009"
"http://dbpedia.org/resource/Jason_Thompson_(basketball)","http://dbpedia.org/resource/Jason_Thompson_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","2008","2014"
"http://dbpedia.org/resource/Ed_Pinckney","http://dbpedia.org/resource/Ed_Pinckney__2","http://dbpedia.org/resource/Sacramento_Kings","1987","1988"
"http://dbpedia.org/resource/Jim_Cleamons","http://dbpedia.org/resource/Jim_Cleamons__2","http://dbpedia.org/resource/Cleveland_Cavaliers","1972","1976"
"http://dbpedia.org/resource/Mark_West_(basketball)","http://dbpedia.org/resource/Mark_West_(basketball)__3","http://dbpedia.org/resource/Cleveland_Cavaliers","1984","1987"
"http://dbpedia.org/resource/Mark_West_(basketball)","http://dbpedia.org/resource/Mark_West_(basketball)__6","http://dbpedia.org/resource/Cleveland_Cavaliers","1996","1996"
"http://dbpedia.org/resource/Ronnie_Price","http://dbpedia.org/resource/Ronnie_Price__1","http://dbpedia.org/resource/Sacramento_Kings","2005","2006"
"http://dbpedia.org/resource/Randy_Wittman","http://dbpedia.org/resource/Randy_Wittman__2","http://dbpedia.org/resource/Sacramento_Kings","1988","1988"
"http://dbpedia.org/resource/Aaron_Gray","http://dbpedia.org/resource/Aaron_Gray__4","http://dbpedia.org/resource/Sacramento_Kings","2013","2013"
"http://dbpedia.org/resource/Carl_Landry","http://dbpedia.org/resource/Carl_Landry__2","http://dbpedia.org/resource/Sacramento_Kings","2009","2010"
"http://dbpedia.org/resource/Carl_Landry","http://dbpedia.org/resource/Carl_Landry__5","http://dbpedia.org/resource/Sacramento_Kings","2013","2014"
"http://dbpedia.org/resource/Mike_Ratliff","http://dbpedia.org/resource/Mike_Ratliff__1","http://dbpedia.org/resource/Sacramento_Kings","1972","1973"
"http://dbpedia.org/resource/Jon_Leuer","http://dbpedia.org/resource/Jon_Leuer__3","http://dbpedia.org/resource/Cleveland_Cavaliers","2012","2012"
"http://dbpedia.org/resource/Sam_Sibert","http://dbpedia.org/resource/Sam_Sibert__1","http://dbpedia.org/resource/Sacramento_Kings","1972","1972"
"http://dbpedia.org/resource/James_Johnson_(basketball,_born_1987)","http://dbpedia.org/resource/James_Johnson_(basketball,_born_1987)__4","http://dbpedia.org/resource/Sacramento_Kings","2012","2012"
"http://dbpedia.org/resource/Toney_Douglas","http://dbpedia.org/resource/Toney_Douglas__3","http://dbpedia.org/resource/Sacramento_Kings","2012","2012"
"http://dbpedia.org/resource/Aaron_Brooks_(basketball)","http://dbpedia.org/resource/Aaron_Brooks_(basketball)__4","http://dbpedia.org/resource/Sacramento_Kings","2012","2012"
"http://dbpedia.org/resource/Wayne_Ellington","http://dbpedia.org/resource/Wayne_Ellington__3","http://dbpedia.org/resource/Cleveland_Cavaliers","2012","2012"
"http://dbpedia.org/resource/Dion_Waiters","http://dbpedia.org/resource/Dion_Waiters__1","http://dbpedia.org/resource/Cleveland_Cavaliers","2012","2014"
"http://dbpedia.org/resource/Quincy_Acy","http://dbpedia.org/resource/Quincy_Acy__3","http://dbpedia.org/resource/Sacramento_Kings","2013","2013"
"http://dbpedia.org/resource/Sergey_Karasev","http://dbpedia.org/resource/Sergey_Karasev__2","http://dbpedia.org/resource/Cleveland_Cavaliers","2013","2013"
"http://dbpedia.org/resource/Isaiah_Thomas_(basketball)","http://dbpedia.org/resource/Isaiah_Thomas_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","2011","2013"
"http://dbpedia.org/resource/Thomas_Robinson_(basketball)","http://dbpedia.org/resource/Thomas_Robinson_(basketball)__1","http://dbpedia.org/resource/Sacramento_Kings","2012","2012"
"http://dbpedia.org/resource/Antonio_Lang","http://dbpedia.org/resource/Antonio_Lang__8","http://dbpedia.org/resource/Philadelphia_76ers","2000","2000"
"http://dbpedia.org/resource/Corey_Gaines","http://dbpedia.org/resource/Corey_Gaines__2","http://dbpedia.org/resource/Philadelphia_76ers","1990","1990"
"http://dbpedia.org/resource/Corey_Gaines","http://dbpedia.org/resource/Corey_Gaines__6","http://dbpedia.org/resource/Philadelphia_76ers","1995","1995"
"http://dbpedia.org/resource/Luc_Mbah_a_Moute","http://dbpedia.org/resource/Luc_Mbah_a_Moute__4","http://dbpedia.org/resource/Philadelphia_76ers","2014","2014"
"http://dbpedia.org/resource/Monty_Williams","http://dbpedia.org/resource/Monty_Williams__5","http://dbpedia.org/resource/Philadelphia_76ers","2002","2002"
"http://dbpedia.org/resource/Spencer_Hawes","http://dbpedia.org/resource/Spencer_Hawes__2","http://dbpedia.org/resource/Philadelphia_76ers","2010","2013"
"http://dbpedia.org/resource/Goran_Dragić","http://dbpedia.org/resource/Goran_Dragić__6","http://dbpedia.org/resource/Houston_Rockets","2010","2011"
"http://dbpedia.org/resource/Chandler_Parsons","http://dbpedia.org/resource/Chandler_Parsons__2","http://dbpedia.org/resource/Houston_Rockets","2011","2013"
"http://dbpedia.org/resource/DeMarre_Carroll","http://dbpedia.org/resource/DeMarre_Carroll__3","http://dbpedia.org/resource/Houston_Rockets","2010","2010"
