"film","actor","date","dbin","dbout"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Emily_Ann_Lloyd","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Ian_McDiarmid","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Perry_Benson","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Joan_Collins","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Ashley_Johnson","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Camilla_Belle","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Crispin_Bonham-Carter","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/George_Wood_(actor)","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/Antony_Zaki","1995-11-18","18","73"
"http://dbpedia.org/resource/Annie:_A_Royal_Adventure!","http://dbpedia.org/resource/David_Tse","1995-11-18","18","73"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Dylan_and_Cole_Sprouse","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Jon_Stewart","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Rob_Schneider","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Josh_Mostel","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Kristy_Swanson","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Leslie_Mann","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Adam_Sandler","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Joey_Lauren_Adams","1999-06-25","127","139"
"http://dbpedia.org/resource/Big_Daddy_(1999_film)","http://dbpedia.org/resource/Steve_Buscemi","1999-06-25","127","139"
"http://dbpedia.org/resource/Boat_People_(film)","http://dbpedia.org/resource/Andy_Lau","1982-10-22","35","88"
"http://dbpedia.org/resource/Boat_People_(film)","http://dbpedia.org/resource/Cora_Miao","1982-10-22","35","88"
"http://dbpedia.org/resource/Boat_People_(film)","http://dbpedia.org/resource/George_Lam","1982-10-22","35","88"
"http://dbpedia.org/resource/Boat_People_(film)","http://dbpedia.org/resource/Season_Ma","1982-10-22","35","88"
"http://dbpedia.org/resource/Clubland_(2007_film)","http://dbpedia.org/resource/Emma_Booth_(actress)","2007-06-28","40","41"
"http://dbpedia.org/resource/Clubland_(2007_film)","http://dbpedia.org/resource/Brenda_Blethyn","2007-06-28","40","41"
"http://dbpedia.org/resource/Clubland_(2007_film)","http://dbpedia.org/resource/Khan_Chittenden","2007-06-28","40","41"
"http://dbpedia.org/resource/Clubland_(2007_film)","http://dbpedia.org/resource/Richard_Wilson_(Australian_actor)","2007-06-28","40","41"
"http://dbpedia.org/resource/Crisis_(1946_film)","http://dbpedia.org/resource/Marianne_Löfgren","1946-02-25","36","52"
"http://dbpedia.org/resource/Crisis_(1946_film)","http://dbpedia.org/resource/Inga_Landgré","1946-02-25","36","52"
"http://dbpedia.org/resource/Crisis_(1946_film)","http://dbpedia.org/resource/Stig_Olin","1946-02-25","36","52"
"http://dbpedia.org/resource/Crisis_(1946_film)","http://dbpedia.org/resource/Signe_Wirff","1946-02-25","36","52"
"http://dbpedia.org/resource/Crisis_(1946_film)","http://dbpedia.org/resource/Dagny_Lind","1946-02-25","36","52"
"http://dbpedia.org/resource/Crisis_(1946_film)","http://dbpedia.org/resource/Ernst_Eklund_(actor)","1946-02-25","36","52"
"http://dbpedia.org/resource/Crisis_(1946_film)","http://dbpedia.org/resource/Allan_Bohlin","1946-02-25","36","52"
"http://dbpedia.org/resource/Doctor_Crippen_(1942_film)","http://dbpedia.org/resource/Gertrud_Meyen","1942-11-06","-1","-1"
"http://dbpedia.org/resource/Doctor_Crippen_(1942_film)","http://dbpedia.org/resource/Rudolf_Fernau","1942-11-06","-1","-1"
"http://dbpedia.org/resource/Doctor_Crippen_(1942_film)","http://dbpedia.org/resource/René_Deltgen","1942-11-06","-1","-1"
"http://dbpedia.org/resource/Doctor_Crippen_(1942_film)","http://dbpedia.org/resource/Anja_Elkoff","1942-11-06","-1","-1"
"http://dbpedia.org/resource/Duma_(2005_film)","http://dbpedia.org/resource/Alexander_Michaeletos","2005-09-30","-1","-1"
"http://dbpedia.org/resource/Duma_(2005_film)","http://dbpedia.org/resource/Hope_Davis","2005-09-30","-1","-1"
"http://dbpedia.org/resource/Duma_(2005_film)","http://dbpedia.org/resource/Campbell_Scott","2005-09-30","-1","-1"
"http://dbpedia.org/resource/Duma_(2005_film)","http://dbpedia.org/resource/Eamonn_Walker","2005-09-30","-1","-1"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/John_Considine_(actor)","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Harry_Carey","_Jr.","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Hoyt_Axton","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/JoBeth_Williams","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Robert_Urich","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Paul_Dooley","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Dan_Hedaya","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Peter_Coyote","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Gailard_Sartain","1982-09-10","18","70"
"http://dbpedia.org/resource/Endangered_Species_(1982_film)","http://dbpedia.org/resource/Marin_Kanter","1982-09-10","18","70"
"http://dbpedia.org/resource/Female_(1933_film)","http://dbpedia.org/resource/George_Brent","1933-11-11","20","64"
"http://dbpedia.org/resource/Female_(1933_film)","http://dbpedia.org/resource/Ruth_Chatterton","1933-11-11","20","64"
"http://dbpedia.org/resource/Fireworks","_Should_We_See_It_from_the_Side_or_the_Bottom%3F","http://dbpedia.org/resource/Kenji_Kohashi","1993-08-12","-1","-1"
"http://dbpedia.org/resource/Fireworks","_Should_We_See_It_from_the_Side_or_the_Bottom%3F","http://dbpedia.org/resource/Megumi_Okina","1993-08-12","-1","-1"
"http://dbpedia.org/resource/Fireworks","_Should_We_See_It_from_the_Side_or_the_Bottom%3F","http://dbpedia.org/resource/Takayuki_Sorita","1993-08-12","-1","-1"
"http://dbpedia.org/resource/Fireworks","_Should_We_See_It_from_the_Side_or_the_Bottom%3F","http://dbpedia.org/resource/Yuta_Yamazaki","1993-08-12","-1","-1"
"http://dbpedia.org/resource/Fortress_(1992_film)","http://dbpedia.org/resource/Jeffrey_Combs","1993-09-03","36","84"
"http://dbpedia.org/resource/Fortress_(1992_film)","http://dbpedia.org/resource/Vernon_Wells_(actor)","1993-09-03","36","84"
"http://dbpedia.org/resource/Fortress_(1992_film)","http://dbpedia.org/resource/Christopher_Lambert","1993-09-03","36","84"
"http://dbpedia.org/resource/Fortress_(1992_film)","http://dbpedia.org/resource/Kurtwood_Smith","1993-09-03","36","84"
"http://dbpedia.org/resource/Fortress_(1992_film)","http://dbpedia.org/resource/Clifton_Collins","_Jr.","1993-09-03","36","84"
"http://dbpedia.org/resource/Fortress_(1992_film)","http://dbpedia.org/resource/Loryn_Locklin","1993-09-03","36","84"
"http://dbpedia.org/resource/Hannah_Montana_and_Miley_Cyrus:_Best_of_Both_Worlds_Concert","http://dbpedia.org/resource/Candice_King","2008-02-01","-1","-1"
"http://dbpedia.org/resource/Hannah_Montana_and_Miley_Cyrus:_Best_of_Both_Worlds_Concert","http://dbpedia.org/resource/Billy_Ray_Cyrus","2008-02-01","-1","-1"
"http://dbpedia.org/resource/Hannah_Montana_and_Miley_Cyrus:_Best_of_Both_Worlds_Concert","http://dbpedia.org/resource/Miley_Cyrus","2008-02-01","-1","-1"
"http://dbpedia.org/resource/Hannah_Montana_and_Miley_Cyrus:_Best_of_Both_Worlds_Concert","http://dbpedia.org/resource/Kenny_Ortega","2008-02-01","-1","-1"
"http://dbpedia.org/resource/Hannah_Montana_and_Miley_Cyrus:_Best_of_Both_Worlds_Concert","http://dbpedia.org/resource/Jonas_Brothers","2008-02-01","-1","-1"
"http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey","http://dbpedia.org/resource/Sally_Field","1993-02-03","64","89"
"http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey","http://dbpedia.org/resource/Don_Ameche","1993-02-03","64","89"
"http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey","http://dbpedia.org/resource/Michael_J._Fox","1993-02-03","64","89"
"http://dbpedia.org/resource/Indecent_Proposal","http://dbpedia.org/resource/Woody_Harrelson","1993-04-07","92","79"
"http://dbpedia.org/resource/Indecent_Proposal","http://dbpedia.org/resource/Seymour_Cassel","1993-04-07","92","79"
"http://dbpedia.org/resource/Indecent_Proposal","http://dbpedia.org/resource/Robert_Redford","1993-04-07","92","79"
"http://dbpedia.org/resource/Indecent_Proposal","http://dbpedia.org/resource/Demi_Moore","1993-04-07","92","79"
"http://dbpedia.org/resource/Indecent_Proposal","http://dbpedia.org/resource/Oliver_Platt","1993-04-07","92","79"
"http://dbpedia.org/resource/Johnny_(2003_film)","http://dbpedia.org/resource/Renu_Desai","2003-04-25","20","51"
"http://dbpedia.org/resource/Johnny_(2003_film)","http://dbpedia.org/resource/Raghuvaran","2003-04-25","20","51"
"http://dbpedia.org/resource/Johnny_(2003_film)","http://dbpedia.org/resource/Pawan_Kalyan","2003-04-25","20","51"
"http://dbpedia.org/resource/Oddball_(film)","http://dbpedia.org/resource/Shane_Jacobson","2015-09-17","-1","-1"
"http://dbpedia.org/resource/Oddball_(film)","http://dbpedia.org/resource/Alan_Tudyk","2015-09-17","-1","-1"
"http://dbpedia.org/resource/Oddball_(film)","http://dbpedia.org/resource/Sarah_Snook","2015-09-17","-1","-1"
"http://dbpedia.org/resource/Perfect_Match_(1989_film)","http://dbpedia.org/resource/Andy_Lau","1989-03-17","-1","-1"
"http://dbpedia.org/resource/Perfect_Match_(1989_film)","http://dbpedia.org/resource/Ellen_Chan","1989-03-17","-1","-1"
"http://dbpedia.org/resource/Perfect_Match_(1989_film)","http://dbpedia.org/resource/George_Lam","1989-03-17","-1","-1"
"http://dbpedia.org/resource/Perfect_Match_(1989_film)","http://dbpedia.org/resource/David_Wu_(American_actor)","1989-03-17","-1","-1"
"http://dbpedia.org/resource/Perfect_Match_(1989_film)","http://dbpedia.org/resource/Carol_Cheng","1989-03-17","-1","-1"
"http://dbpedia.org/resource/Rain_(2006_film)","http://dbpedia.org/resource/Brooklyn_Sudano","2006-04-20","11","36"
"http://dbpedia.org/resource/Rain_(2006_film)","http://dbpedia.org/resource/Robert_Loggia","2006-04-20","11","36"
"http://dbpedia.org/resource/Rain_(2006_film)","http://dbpedia.org/resource/Faye_Dunaway","2006-04-20","11","36"
"http://dbpedia.org/resource/Return_Engagement_(1990_film)","http://dbpedia.org/resource/Simon_Yam","1990-03-17","8","69"
"http://dbpedia.org/resource/Return_Engagement_(1990_film)","http://dbpedia.org/resource/Andy_Lau","1990-03-17","8","69"
"http://dbpedia.org/resource/Return_Engagement_(1990_film)","http://dbpedia.org/resource/May_Lo","1990-03-17","8","69"
"http://dbpedia.org/resource/Return_Engagement_(1990_film)","http://dbpedia.org/resource/Alan_Tang","1990-03-17","8","69"
"http://dbpedia.org/resource/Ricochet_(film)","http://dbpedia.org/resource/Ice-T","1991-10-04","49","112"
"http://dbpedia.org/resource/Ricochet_(film)","http://dbpedia.org/resource/Lindsay_Wagner","1991-10-04","49","112"
"http://dbpedia.org/resource/Ricochet_(film)","http://dbpedia.org/resource/Kevin_Pollak","1991-10-04","49","112"
"http://dbpedia.org/resource/Ricochet_(film)","http://dbpedia.org/resource/Denzel_Washington","1991-10-04","49","112"
"http://dbpedia.org/resource/Ricochet_(film)","http://dbpedia.org/resource/John_Lithgow","1991-10-04","49","112"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Prachi_Desai","2008-08-29","99","164"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Purab_Kohli","2008-08-29","99","164"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Farhan_Akhtar","2008-08-29","99","164"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Arjun_Rampal","2008-08-29","99","164"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Nicolette_Bird","2008-08-29","99","164"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Shahana_Goswami","2008-08-29","99","164"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Koel_Purie","2008-08-29","99","164"
"http://dbpedia.org/resource/Rock_On!!","http://dbpedia.org/resource/Luke_Kenny","2008-08-29","99","164"
"http://dbpedia.org/resource/Shock_(2006_film)","http://dbpedia.org/resource/Ramjagan","2006-02-09","20","52"
"http://dbpedia.org/resource/Shock_(2006_film)","http://dbpedia.org/resource/Jyothika","2006-02-09","20","52"
"http://dbpedia.org/resource/Shock_(2006_film)","http://dbpedia.org/resource/Ravi_Teja","2006-02-09","20","52"
"http://dbpedia.org/resource/Shock_(2006_film)","http://dbpedia.org/resource/Tabu_(actress)","2006-02-09","20","52"
"http://dbpedia.org/resource/Shoes_(1916_film)","http://dbpedia.org/resource/Mary_MacLaren","1916-06-26","-1","-1"
"http://dbpedia.org/resource/Sphinx_(film)","http://dbpedia.org/resource/Frank_Langella","1981-02-11","22","79"
"http://dbpedia.org/resource/Sphinx_(film)","http://dbpedia.org/resource/Lesley-Anne_Down","1981-02-11","22","79"
"http://dbpedia.org/resource/The_Eternal_City_(1915_film)","http://dbpedia.org/resource/Pauline_Frederick","1915-04-12","11","45"
"http://dbpedia.org/resource/The_Eternal_City_(1915_film)","http://dbpedia.org/resource/Pauline_Frederick","1918-12-15","11","45"
"http://dbpedia.org/resource/The_Eternal_City_(2008_film)","http://dbpedia.org/resource/Giulia_Steigerwalt","2008-05-22","2","6"
"http://dbpedia.org/resource/The_Eternal_City_(2008_film)","http://dbpedia.org/resource/Joe_Iacovino","2008-05-22","2","6"
"http://dbpedia.org/resource/The_Gathering_Storm_(1974_film)","http://dbpedia.org/resource/Richard_Burton","1974-11-29","19","39"
"http://dbpedia.org/resource/The_Gathering_Storm_(1974_film)","http://dbpedia.org/resource/Robert_Hardy","1974-11-29","19","39"
"http://dbpedia.org/resource/The_Gathering_Storm_(1974_film)","http://dbpedia.org/resource/Virginia_McKenna","1974-11-29","19","39"
"http://dbpedia.org/resource/The_Gathering_Storm_(1974_film)","http://dbpedia.org/resource/Lesley_Dunlop","1974-11-29","19","39"
